"Sector","Indicator_Group_Code","Indicator_Group_Name","Indicator_Code","Indicator_Name","Disaggregation_Type","Level_Of_Difficulty","Sex","Location","Age","Type_Of_Disability","Country_Code","Country_Name","Time","Data","Units_Of_Measure"
"Prevalence","adj_al_alot_dfcl","Persons (15+ years) with disabilities (adjusted, % of population group)","adj_al_alot_dfcl_3544","Adjusted prevalence of Persons aged 35 to 44 years with disabilities i.e. at least a lot of functional diifficulty (% of Persons aged 35 to 44 years)","Level of difficulty, Age","At least a lot of difficulty","All","All","35 to 44","All","PSE","West Bank and Gaza",2009,1.524728603,"Percent"
"Prevalence","adj_al_alot_dfcl","Persons (15+ years) with disabilities (adjusted, % of population group)","adj_al_alot_dfcl_3544","Adjusted prevalence of Persons aged 35 to 44 years with disabilities i.e. at least a lot of functional diifficulty (% of Persons aged 35 to 44 years)","Level of difficulty, Age","At least a lot of difficulty","All","All","35 to 44","All","ZMB","Zambia",2020,1.036088537,"Percent"
"Prevalence","adj_al_alot_dfcl","Persons (15+ years) with disabilities (adjusted, % of population group)","adj_al_alot_dfcl_3544","Adjusted prevalence of Persons aged 35 to 44 years with disabilities i.e. at least a lot of functional diifficulty (% of Persons aged 35 to 44 years)","Level of difficulty, Age","At least a lot of difficulty","All","All","35 to 44","All","ZWE","Zimbabwe",2017,1.023005046,"Percent"
"Prevalence","adj_al_alot_dfcl","Persons (15+ years) with disabilities (adjusted, % of population group)","adj_al_alot_dfcl_4554","Adjusted prevalence of Persons aged 45 to 54 years with disabilities i.e. at least a lot of functional diifficulty (% of Persons aged 45 to 54 years)","Level of difficulty, Age","At least a lot of difficulty","All","All","45 to 54","All","AFG","Afghanistan",2016,8.126179665,"Percent"
"Prevalence","adj_al_alot_dfcl","Persons (15+ years) with disabilities (adjusted, % of population group)","adj_al_alot_dfcl_4554","Adjusted prevalence of Persons aged 45 to 54 years with disabilities i.e. at least a lot of functional diifficulty (% of Persons aged 45 to 54 years)","Level of difficulty, Age","At least a lot of difficulty","All","All","45 to 54","All","BGD","Bangladesh",2016,1.466210545,"Percent"
"Prevalence","adj_al_alot_dfcl","Persons (15+ years) with disabilities (adjusted, % of population group)","adj_al_alot_dfcl_4554","Adjusted prevalence of Persons aged 45 to 54 years with disabilities i.e. at least a lot of functional diifficulty (% of Persons aged 45 to 54 years)","Level of difficulty, Age","At least a lot of difficulty","All","All","45 to 54","All","BEN","Benin",2018,4.523695918,"Percent"
"Prevalence","adj_al_alot_dfcl","Persons (15+ years) with disabilities (adjusted, % of population group)","adj_al_alot_dfcl_4554","Adjusted prevalence of Persons aged 45 to 54 years with disabilities i.e. at least a lot of functional diifficulty (% of Persons aged 45 to 54 years)","Level of difficulty, Age","At least a lot of difficulty","All","All","45 to 54","All","BTN","Bhutan",2017,2.864134478,"Percent"
"Prevalence","adj_al_alot_dfcl","Persons (15+ years) with disabilities (adjusted, % of population group)","adj_al_alot_dfcl_4554","Adjusted prevalence of Persons aged 45 to 54 years with disabilities i.e. at least a lot of functional diifficulty (% of Persons aged 45 to 54 years)","Level of difficulty, Age","At least a lot of difficulty","All","All","45 to 54","All","BOL","Bolivia",2021,1.230317087,"Percent"
"Prevalence","adj_al_alot_dfcl","Persons (15+ years) with disabilities (adjusted, % of population group)","adj_al_alot_dfcl_4554","Adjusted prevalence of Persons aged 45 to 54 years with disabilities i.e. at least a lot of functional diifficulty (% of Persons aged 45 to 54 years)","Level of difficulty, Age","At least a lot of difficulty","All","All","45 to 54","All","BIH","Bosnia and Herzegovina",2015,5.876965353,"Percent"
"Prevalence","adj_al_alot_dfcl","Persons (15+ years) with disabilities (adjusted, % of population group)","adj_al_alot_dfcl_4554","Adjusted prevalence of Persons aged 45 to 54 years with disabilities i.e. at least a lot of functional diifficulty (% of Persons aged 45 to 54 years)","Level of difficulty, Age","At least a lot of difficulty","All","All","45 to 54","All","BRA","Brazil",2022,9.044375381,"Percent"
"Prevalence","adj_al_alot_dfcl","Persons (15+ years) with disabilities (adjusted, % of population group)","adj_al_alot_dfcl_4554","Adjusted prevalence of Persons aged 45 to 54 years with disabilities i.e. at least a lot of functional diifficulty (% of Persons aged 45 to 54 years)","Level of difficulty, Age","At least a lot of difficulty","All","All","45 to 54","All","BFA","Burkina Faso",2018,2.834670204,"Percent"
"Prevalence","adj_al_alot_dfcl","Persons (15+ years) with disabilities (adjusted, % of population group)","adj_al_alot_dfcl_4554","Adjusted prevalence of Persons aged 45 to 54 years with disabilities i.e. at least a lot of functional diifficulty (% of Persons aged 45 to 54 years)","Level of difficulty, Age","At least a lot of difficulty","All","All","45 to 54","All","KHM","Cambodia",2019,0.59143893,"Percent"
"Prevalence","adj_al_alot_dfcl","Persons (15+ years) with disabilities (adjusted, % of population group)","adj_al_alot_dfcl_4554","Adjusted prevalence of Persons aged 45 to 54 years with disabilities i.e. at least a lot of functional diifficulty (% of Persons aged 45 to 54 years)","Level of difficulty, Age","At least a lot of difficulty","All","All","45 to 54","All","TCD","Chad",2018,9.075791802,"Percent"
"Prevalence","adj_al_alot_dfcl","Persons (15+ years) with disabilities (adjusted, % of population group)","adj_al_alot_dfcl_4554","Adjusted prevalence of Persons aged 45 to 54 years with disabilities i.e. at least a lot of functional diifficulty (% of Persons aged 45 to 54 years)","Level of difficulty, Age","At least a lot of difficulty","All","All","45 to 54","All","CHL","Chile",2017,6.654381783,"Percent"
"Prevalence","adj_al_alot_dfcl","Persons (15+ years) with disabilities (adjusted, % of population group)","adj_al_alot_dfcl_4554","Adjusted prevalence of Persons aged 45 to 54 years with disabilities i.e. at least a lot of functional diifficulty (% of Persons aged 45 to 54 years)","Level of difficulty, Age","At least a lot of difficulty","All","All","45 to 54","All","COL","Colombia",2022,4.060504657,"Percent"
"Prevalence","adj_al_alot_dfcl","Persons (15+ years) with disabilities (adjusted, % of population group)","adj_al_alot_dfcl_4554","Adjusted prevalence of Persons aged 45 to 54 years with disabilities i.e. at least a lot of functional diifficulty (% of Persons aged 45 to 54 years)","Level of difficulty, Age","At least a lot of difficulty","All","All","45 to 54","All","COM","Comoros",2020,6.872880581,"Percent"
"Prevalence","adj_al_alot_dfcl","Persons (15+ years) with disabilities (adjusted, % of population group)","adj_al_alot_dfcl_4554","Adjusted prevalence of Persons aged 45 to 54 years with disabilities i.e. at least a lot of functional diifficulty (% of Persons aged 45 to 54 years)","Level of difficulty, Age","At least a lot of difficulty","All","All","45 to 54","All","CIV","Cote d'Ivoire",2018,6.007011601,"Percent"
"Prevalence","adj_al_alot_dfcl","Persons (15+ years) with disabilities (adjusted, % of population group)","adj_al_alot_dfcl_4554","Adjusted prevalence of Persons aged 45 to 54 years with disabilities i.e. at least a lot of functional diifficulty (% of Persons aged 45 to 54 years)","Level of difficulty, Age","At least a lot of difficulty","All","All","45 to 54","All","DJI","Djibouti",2017,5.57529606,"Percent"
"Prevalence","adj_al_alot_dfcl","Persons (15+ years) with disabilities (adjusted, % of population group)","adj_al_alot_dfcl_4554","Adjusted prevalence of Persons aged 45 to 54 years with disabilities i.e. at least a lot of functional diifficulty (% of Persons aged 45 to 54 years)","Level of difficulty, Age","At least a lot of difficulty","All","All","45 to 54","All","SWZ","Eswatini",2016,9.549704973,"Percent"
"Prevalence","adj_al_alot_dfcl","Persons (15+ years) with disabilities (adjusted, % of population group)","adj_al_alot_dfcl_4554","Adjusted prevalence of Persons aged 45 to 54 years with disabilities i.e. at least a lot of functional diifficulty (% of Persons aged 45 to 54 years)","Level of difficulty, Age","At least a lot of difficulty","All","All","45 to 54","All","ETH","Ethiopia",2021,2.116987431,"Percent"
"Prevalence","adj_al_alot_dfcl","Persons (15+ years) with disabilities (adjusted, % of population group)","adj_al_alot_dfcl_4554","Adjusted prevalence of Persons aged 45 to 54 years with disabilities i.e. at least a lot of functional diifficulty (% of Persons aged 45 to 54 years)","Level of difficulty, Age","At least a lot of difficulty","All","All","45 to 54","All","GAB","Gabon",2017,9.534237485,"Percent"
"Prevalence","adj_al_alot_dfcl","Persons (15+ years) with disabilities (adjusted, % of population group)","adj_al_alot_dfcl_4554","Adjusted prevalence of Persons aged 45 to 54 years with disabilities i.e. at least a lot of functional diifficulty (% of Persons aged 45 to 54 years)","Level of difficulty, Age","At least a lot of difficulty","All","All","45 to 54","All","GMB","Gambia, The",2018,2.348625159,"Percent"
"Prevalence","adj_al_alot_dfcl","Persons (15+ years) with disabilities (adjusted, % of population group)","adj_al_alot_dfcl_4554","Adjusted prevalence of Persons aged 45 to 54 years with disabilities i.e. at least a lot of functional diifficulty (% of Persons aged 45 to 54 years)","Level of difficulty, Age","At least a lot of difficulty","All","All","45 to 54","All","GHA","Ghana",2021,2.478624281,"Percent"
"Prevalence","adj_al_alot_dfcl","Persons (15+ years) with disabilities (adjusted, % of population group)","adj_al_alot_dfcl_4554","Adjusted prevalence of Persons aged 45 to 54 years with disabilities i.e. at least a lot of functional diifficulty (% of Persons aged 45 to 54 years)","Level of difficulty, Age","At least a lot of difficulty","All","All","45 to 54","All","GTM","Guatemala",2018,3.33644866,"Percent"
"Prevalence","adj_al_alot_dfcl","Persons (15+ years) with disabilities (adjusted, % of population group)","adj_al_alot_dfcl_4554","Adjusted prevalence of Persons aged 45 to 54 years with disabilities i.e. at least a lot of functional diifficulty (% of Persons aged 45 to 54 years)","Level of difficulty, Age","At least a lot of difficulty","All","All","45 to 54","All","GIN","Guinea",2018,5.213442495,"Percent"
"Prevalence","adj_al_alot_dfcl","Persons (15+ years) with disabilities (adjusted, % of population group)","adj_al_alot_dfcl_4554","Adjusted prevalence of Persons aged 45 to 54 years with disabilities i.e. at least a lot of functional diifficulty (% of Persons aged 45 to 54 years)","Level of difficulty, Age","At least a lot of difficulty","All","All","45 to 54","All","GNB","Guinea-Bissau",2018,4.067412468,"Percent"
"Prevalence","adj_al_alot_dfcl","Persons (15+ years) with disabilities (adjusted, % of population group)","adj_al_alot_dfcl_4554","Adjusted prevalence of Persons aged 45 to 54 years with disabilities i.e. at least a lot of functional diifficulty (% of Persons aged 45 to 54 years)","Level of difficulty, Age","At least a lot of difficulty","All","All","45 to 54","All","HTI","Haiti",2017,4.55928933,"Percent"
"Prevalence","adj_al_alot_dfcl","Persons (15+ years) with disabilities (adjusted, % of population group)","adj_al_alot_dfcl_4554","Adjusted prevalence of Persons aged 45 to 54 years with disabilities i.e. at least a lot of functional diifficulty (% of Persons aged 45 to 54 years)","Level of difficulty, Age","At least a lot of difficulty","All","All","45 to 54","All","IDN","Indonesia",2019,0.806547823,"Percent"
"Prevalence","adj_al_alot_dfcl","Persons (15+ years) with disabilities (adjusted, % of population group)","adj_al_alot_dfcl_4554","Adjusted prevalence of Persons aged 45 to 54 years with disabilities i.e. at least a lot of functional diifficulty (% of Persons aged 45 to 54 years)","Level of difficulty, Age","At least a lot of difficulty","All","All","45 to 54","All","KEN","Kenya",2019,3.221629588,"Percent"
"Prevalence","adj_al_alot_dfcl","Persons (15+ years) with disabilities (adjusted, % of population group)","adj_al_alot_dfcl_4554","Adjusted prevalence of Persons aged 45 to 54 years with disabilities i.e. at least a lot of functional diifficulty (% of Persons aged 45 to 54 years)","Level of difficulty, Age","At least a lot of difficulty","All","All","45 to 54","All","KIR","Kiribati",2020,9.165877608,"Percent"
"Prevalence","adj_al_alot_dfcl","Persons (15+ years) with disabilities (adjusted, % of population group)","adj_al_alot_dfcl_4554","Adjusted prevalence of Persons aged 45 to 54 years with disabilities i.e. at least a lot of functional diifficulty (% of Persons aged 45 to 54 years)","Level of difficulty, Age","At least a lot of difficulty","All","All","45 to 54","All","LSO","Lesotho",2017,7.582659302,"Percent"
"Prevalence","adj_al_alot_dfcl","Persons (15+ years) with disabilities (adjusted, % of population group)","adj_al_alot_dfcl_4554","Adjusted prevalence of Persons aged 45 to 54 years with disabilities i.e. at least a lot of functional diifficulty (% of Persons aged 45 to 54 years)","Level of difficulty, Age","At least a lot of difficulty","All","All","45 to 54","All","LBR","Liberia",2016,2.842062231,"Percent"
"Prevalence","adj_al_alot_dfcl","Persons (15+ years) with disabilities (adjusted, % of population group)","adj_al_alot_dfcl_4554","Adjusted prevalence of Persons aged 45 to 54 years with disabilities i.e. at least a lot of functional diifficulty (% of Persons aged 45 to 54 years)","Level of difficulty, Age","At least a lot of difficulty","All","All","45 to 54","All","MWI","Malawi",2019,3.899791915,"Percent"
"Prevalence","adj_al_alot_dfcl","Persons (15+ years) with disabilities (adjusted, % of population group)","adj_al_alot_dfcl_4554","Adjusted prevalence of Persons aged 45 to 54 years with disabilities i.e. at least a lot of functional diifficulty (% of Persons aged 45 to 54 years)","Level of difficulty, Age","At least a lot of difficulty","All","All","45 to 54","All","MDV","Maldives",2009,15.9660589,"Percent"
"Prevalence","adj_al_alot_dfcl","Persons (15+ years) with disabilities (adjusted, % of population group)","adj_al_alot_dfcl_4554","Adjusted prevalence of Persons aged 45 to 54 years with disabilities i.e. at least a lot of functional diifficulty (% of Persons aged 45 to 54 years)","Level of difficulty, Age","At least a lot of difficulty","All","All","45 to 54","All","MLI","Mali",2018,4.050942751,"Percent"
"Prevalence","adj_al_alot_dfcl","Persons (15+ years) with disabilities (adjusted, % of population group)","adj_al_alot_dfcl_4554","Adjusted prevalence of Persons aged 45 to 54 years with disabilities i.e. at least a lot of functional diifficulty (% of Persons aged 45 to 54 years)","Level of difficulty, Age","At least a lot of difficulty","All","All","45 to 54","All","MRT","Mauritania",2021,5.683168163,"Percent"
"Prevalence","adj_al_alot_dfcl","Persons (15+ years) with disabilities (adjusted, % of population group)","adj_al_alot_dfcl_4554","Adjusted prevalence of Persons aged 45 to 54 years with disabilities i.e. at least a lot of functional diifficulty (% of Persons aged 45 to 54 years)","Level of difficulty, Age","At least a lot of difficulty","All","All","45 to 54","All","MUS","Mauritius",2011,1.847108985,"Percent"
"Prevalence","adj_al_alot_dfcl","Persons (15+ years) with disabilities (adjusted, % of population group)","adj_al_alot_dfcl_4554","Adjusted prevalence of Persons aged 45 to 54 years with disabilities i.e. at least a lot of functional diifficulty (% of Persons aged 45 to 54 years)","Level of difficulty, Age","At least a lot of difficulty","All","All","45 to 54","All","MEX","Mexico",2020,5.486339411,"Percent"
"Prevalence","adj_al_alot_dfcl","Persons (15+ years) with disabilities (adjusted, % of population group)","adj_al_alot_dfcl_4554","Adjusted prevalence of Persons aged 45 to 54 years with disabilities i.e. at least a lot of functional diifficulty (% of Persons aged 45 to 54 years)","Level of difficulty, Age","At least a lot of difficulty","All","All","45 to 54","All","MNG","Mongolia",2020,6.264248824,"Percent"
"Prevalence","adj_al_alot_dfcl","Persons (15+ years) with disabilities (adjusted, % of population group)","adj_al_alot_dfcl_4554","Adjusted prevalence of Persons aged 45 to 54 years with disabilities i.e. at least a lot of functional diifficulty (% of Persons aged 45 to 54 years)","Level of difficulty, Age","At least a lot of difficulty","All","All","45 to 54","All","MAR","Morocco",2014,6.245854255,"Percent"
"Prevalence","adj_al_alot_dfcl","Persons (15+ years) with disabilities (adjusted, % of population group)","adj_al_alot_dfcl_4554","Adjusted prevalence of Persons aged 45 to 54 years with disabilities i.e. at least a lot of functional diifficulty (% of Persons aged 45 to 54 years)","Level of difficulty, Age","At least a lot of difficulty","All","All","45 to 54","All","MMR","Myanmar",2014,1.089767184,"Percent"
"Prevalence","adj_al_alot_dfcl","Persons (15+ years) with disabilities (adjusted, % of population group)","adj_al_alot_dfcl_4554","Adjusted prevalence of Persons aged 45 to 54 years with disabilities i.e. at least a lot of functional diifficulty (% of Persons aged 45 to 54 years)","Level of difficulty, Age","At least a lot of difficulty","All","All","45 to 54","All","NAM","Namibia",2015,5.77800548,"Percent"
"Prevalence","adj_al_alot_dfcl","Persons (15+ years) with disabilities (adjusted, % of population group)","adj_al_alot_dfcl_4554","Adjusted prevalence of Persons aged 45 to 54 years with disabilities i.e. at least a lot of functional diifficulty (% of Persons aged 45 to 54 years)","Level of difficulty, Age","At least a lot of difficulty","All","All","45 to 54","All","NPL","Nepal",2022,6.749306294,"Percent"
"Prevalence","adj_al_alot_dfcl","Persons (15+ years) with disabilities (adjusted, % of population group)","adj_al_alot_dfcl_4554","Adjusted prevalence of Persons aged 45 to 54 years with disabilities i.e. at least a lot of functional diifficulty (% of Persons aged 45 to 54 years)","Level of difficulty, Age","At least a lot of difficulty","All","All","45 to 54","All","NER","Niger",2018,3.45301098,"Percent"
"Prevalence","adj_al_alot_dfcl","Persons (15+ years) with disabilities (adjusted, % of population group)","adj_al_alot_dfcl_4554","Adjusted prevalence of Persons aged 45 to 54 years with disabilities i.e. at least a lot of functional diifficulty (% of Persons aged 45 to 54 years)","Level of difficulty, Age","At least a lot of difficulty","All","All","45 to 54","All","NGA","Nigeria",2018,2.136876053,"Percent"
"Prevalence","adj_al_alot_dfcl","Persons (15+ years) with disabilities (adjusted, % of population group)","adj_al_alot_dfcl_4554","Adjusted prevalence of Persons aged 45 to 54 years with disabilities i.e. at least a lot of functional diifficulty (% of Persons aged 45 to 54 years)","Level of difficulty, Age","At least a lot of difficulty","All","All","45 to 54","All","PAK","Pakistan",2020,2.179945366,"Percent"
"Prevalence","adj_al_alot_dfcl","Persons (15+ years) with disabilities (adjusted, % of population group)","adj_al_alot_dfcl_4554","Adjusted prevalence of Persons aged 45 to 54 years with disabilities i.e. at least a lot of functional diifficulty (% of Persons aged 45 to 54 years)","Level of difficulty, Age","At least a lot of difficulty","All","All","45 to 54","All","PHL","Philippines",2020,1.244133663,"Percent"
"Prevalence","adj_al_alot_dfcl","Persons (15+ years) with disabilities (adjusted, % of population group)","adj_al_alot_dfcl_4554","Adjusted prevalence of Persons aged 45 to 54 years with disabilities i.e. at least a lot of functional diifficulty (% of Persons aged 45 to 54 years)","Level of difficulty, Age","At least a lot of difficulty","All","All","45 to 54","All","RWA","Rwanda",2021,2.949981262,"Percent"
"Prevalence","adj_al_alot_dfcl","Persons (15+ years) with disabilities (adjusted, % of population group)","adj_al_alot_dfcl_4554","Adjusted prevalence of Persons aged 45 to 54 years with disabilities i.e. at least a lot of functional diifficulty (% of Persons aged 45 to 54 years)","Level of difficulty, Age","At least a lot of difficulty","All","All","45 to 54","All","SEN","Senegal",2018,3.800057313,"Percent"
"Prevalence","adj_al_alot_dfcl","Persons (15+ years) with disabilities (adjusted, % of population group)","adj_al_alot_dfcl_4554","Adjusted prevalence of Persons aged 45 to 54 years with disabilities i.e. at least a lot of functional diifficulty (% of Persons aged 45 to 54 years)","Level of difficulty, Age","At least a lot of difficulty","All","All","45 to 54","All","SLE","Sierra Leone",2018,1.746373684,"Percent"
"Prevalence","adj_al_alot_dfcl","Persons (15+ years) with disabilities (adjusted, % of population group)","adj_al_alot_dfcl_4554","Adjusted prevalence of Persons aged 45 to 54 years with disabilities i.e. at least a lot of functional diifficulty (% of Persons aged 45 to 54 years)","Level of difficulty, Age","At least a lot of difficulty","All","All","45 to 54","All","SOM","Somalia",2022,3.157465336,"Percent"
"Prevalence","adj_al_alot_dfcl","Persons (15+ years) with disabilities (adjusted, % of population group)","adj_al_alot_dfcl_4554","Adjusted prevalence of Persons aged 45 to 54 years with disabilities i.e. at least a lot of functional diifficulty (% of Persons aged 45 to 54 years)","Level of difficulty, Age","At least a lot of difficulty","All","All","45 to 54","All","ZAF","South Africa",2016,6.022061477,"Percent"
"Prevalence","adj_al_alot_dfcl","Persons (15+ years) with disabilities (adjusted, % of population group)","adj_al_alot_dfcl_4554","Adjusted prevalence of Persons aged 45 to 54 years with disabilities i.e. at least a lot of functional diifficulty (% of Persons aged 45 to 54 years)","Level of difficulty, Age","At least a lot of difficulty","All","All","45 to 54","All","LKA","Sri Lanka",2021,2.482815944,"Percent"
"Prevalence","adj_al_alot_dfcl","Persons (15+ years) with disabilities (adjusted, % of population group)","adj_al_alot_dfcl_4554","Adjusted prevalence of Persons aged 45 to 54 years with disabilities i.e. at least a lot of functional diifficulty (% of Persons aged 45 to 54 years)","Level of difficulty, Age","At least a lot of difficulty","All","All","45 to 54","All","SUR","Suriname",2012,3.238494383,"Percent"
"Prevalence","adj_al_alot_dfcl","Persons (15+ years) with disabilities (adjusted, % of population group)","adj_al_alot_dfcl_4554","Adjusted prevalence of Persons aged 45 to 54 years with disabilities i.e. at least a lot of functional diifficulty (% of Persons aged 45 to 54 years)","Level of difficulty, Age","At least a lot of difficulty","All","All","45 to 54","All","TJK","Tajikistan",2016,3.840586538,"Percent"
"Prevalence","adj_al_alot_dfcl","Persons (15+ years) with disabilities (adjusted, % of population group)","adj_al_alot_dfcl_4554","Adjusted prevalence of Persons aged 45 to 54 years with disabilities i.e. at least a lot of functional diifficulty (% of Persons aged 45 to 54 years)","Level of difficulty, Age","At least a lot of difficulty","All","All","45 to 54","All","TZA","Tanzania",2020,3.027127549,"Percent"
"Prevalence","adj_al_alot_dfcl","Persons (15+ years) with disabilities (adjusted, % of population group)","adj_al_alot_dfcl_4554","Adjusted prevalence of Persons aged 45 to 54 years with disabilities i.e. at least a lot of functional diifficulty (% of Persons aged 45 to 54 years)","Level of difficulty, Age","At least a lot of difficulty","All","All","45 to 54","All","TLS","Timor-Leste",2016,1.830416608,"Percent"
"Prevalence","adj_al_alot_dfcl","Persons (15+ years) with disabilities (adjusted, % of population group)","adj_al_alot_dfcl_4554","Adjusted prevalence of Persons aged 45 to 54 years with disabilities i.e. at least a lot of functional diifficulty (% of Persons aged 45 to 54 years)","Level of difficulty, Age","At least a lot of difficulty","All","All","45 to 54","All","TGO","Togo",2018,7.777762714,"Percent"
"Prevalence","adj_al_alot_dfcl","Persons (15+ years) with disabilities (adjusted, % of population group)","adj_al_alot_dfcl_4554","Adjusted prevalence of Persons aged 45 to 54 years with disabilities i.e. at least a lot of functional diifficulty (% of Persons aged 45 to 54 years)","Level of difficulty, Age","At least a lot of difficulty","All","All","45 to 54","All","TON","Tonga",2016,2.704405973,"Percent"
"Prevalence","adj_al_alot_dfcl","Persons (15+ years) with disabilities (adjusted, % of population group)","adj_al_alot_dfcl_4554","Adjusted prevalence of Persons aged 45 to 54 years with disabilities i.e. at least a lot of functional diifficulty (% of Persons aged 45 to 54 years)","Level of difficulty, Age","At least a lot of difficulty","All","All","45 to 54","All","UGA","Uganda",2016,11.71154507,"Percent"
"Prevalence","adj_al_alot_dfcl","Persons (15+ years) with disabilities (adjusted, % of population group)","adj_al_alot_dfcl_4554","Adjusted prevalence of Persons aged 45 to 54 years with disabilities i.e. at least a lot of functional diifficulty (% of Persons aged 45 to 54 years)","Level of difficulty, Age","At least a lot of difficulty","All","All","45 to 54","All","URY","Uruguay",2011,4.223179715,"Percent"
"Prevalence","adj_al_alot_dfcl","Persons (15+ years) with disabilities (adjusted, % of population group)","adj_al_alot_dfcl_4554","Adjusted prevalence of Persons aged 45 to 54 years with disabilities i.e. at least a lot of functional diifficulty (% of Persons aged 45 to 54 years)","Level of difficulty, Age","At least a lot of difficulty","All","All","45 to 54","All","VUT","Vanuatu",2009,0.486951789,"Percent"
"Prevalence","adj_al_alot_dfcl","Persons (15+ years) with disabilities (adjusted, % of population group)","adj_al_alot_dfcl_4554","Adjusted prevalence of Persons aged 45 to 54 years with disabilities i.e. at least a lot of functional diifficulty (% of Persons aged 45 to 54 years)","Level of difficulty, Age","At least a lot of difficulty","All","All","45 to 54","All","VNM","Viet Nam",2019,1.818811239,"Percent"
"Prevalence","adj_al_alot_dfcl","Persons (15+ years) with disabilities (adjusted, % of population group)","adj_al_alot_dfcl_4554","Adjusted prevalence of Persons aged 45 to 54 years with disabilities i.e. at least a lot of functional diifficulty (% of Persons aged 45 to 54 years)","Level of difficulty, Age","At least a lot of difficulty","All","All","45 to 54","All","PSE","West Bank and Gaza",2009,2.266561372,"Percent"
"Prevalence","adj_al_alot_dfcl","Persons (15+ years) with disabilities (adjusted, % of population group)","adj_al_alot_dfcl_4554","Adjusted prevalence of Persons aged 45 to 54 years with disabilities i.e. at least a lot of functional diifficulty (% of Persons aged 45 to 54 years)","Level of difficulty, Age","At least a lot of difficulty","All","All","45 to 54","All","ZMB","Zambia",2020,1.610018465,"Percent"
"Prevalence","adj_al_alot_dfcl","Persons (15+ years) with disabilities (adjusted, % of population group)","adj_al_alot_dfcl_4554","Adjusted prevalence of Persons aged 45 to 54 years with disabilities i.e. at least a lot of functional diifficulty (% of Persons aged 45 to 54 years)","Level of difficulty, Age","At least a lot of difficulty","All","All","45 to 54","All","ZWE","Zimbabwe",2017,1.724553472,"Percent"
"Prevalence","adj_al_alot_dfcl","Persons (15+ years) with disabilities (adjusted, % of population group)","adj_al_alot_dfcl_5564","Adjusted prevalence of Persons aged 55 to 64 years with disabilities i.e. at least a lot of functional diifficulty (% of Persons aged 55 to 64 years)","Level of difficulty, Age","At least a lot of difficulty","All","All","55 to 64","All","AFG","Afghanistan",2016,14.94619891,"Percent"
"Prevalence","adj_al_alot_dfcl","Persons (15+ years) with disabilities (adjusted, % of population group)","adj_al_alot_dfcl_5564","Adjusted prevalence of Persons aged 55 to 64 years with disabilities i.e. at least a lot of functional diifficulty (% of Persons aged 55 to 64 years)","Level of difficulty, Age","At least a lot of difficulty","All","All","55 to 64","All","BGD","Bangladesh",2016,3.21945643,"Percent"
"Prevalence","adj_al_alot_dfcl","Persons (15+ years) with disabilities (adjusted, % of population group)","adj_al_alot_dfcl_5564","Adjusted prevalence of Persons aged 55 to 64 years with disabilities i.e. at least a lot of functional diifficulty (% of Persons aged 55 to 64 years)","Level of difficulty, Age","At least a lot of difficulty","All","All","55 to 64","All","BEN","Benin",2018,9.836152445,"Percent"
"Prevalence","adj_al_alot_dfcl","Persons (15+ years) with disabilities (adjusted, % of population group)","adj_al_alot_dfcl_5564","Adjusted prevalence of Persons aged 55 to 64 years with disabilities i.e. at least a lot of functional diifficulty (% of Persons aged 55 to 64 years)","Level of difficulty, Age","At least a lot of difficulty","All","All","55 to 64","All","BTN","Bhutan",2017,5.606145884,"Percent"
"Prevalence","adj_al_alot_dfcl","Persons (15+ years) with disabilities (adjusted, % of population group)","adj_al_alot_dfcl_5564","Adjusted prevalence of Persons aged 55 to 64 years with disabilities i.e. at least a lot of functional diifficulty (% of Persons aged 55 to 64 years)","Level of difficulty, Age","At least a lot of difficulty","All","All","55 to 64","All","BOL","Bolivia",2021,1.681047924,"Percent"
"Prevalence","adj_al_alot_dfcl","Persons (15+ years) with disabilities (adjusted, % of population group)","adj_al_alot_dfcl_5564","Adjusted prevalence of Persons aged 55 to 64 years with disabilities i.e. at least a lot of functional diifficulty (% of Persons aged 55 to 64 years)","Level of difficulty, Age","At least a lot of difficulty","All","All","55 to 64","All","BIH","Bosnia and Herzegovina",2015,9.517286094,"Percent"
"Prevalence","adj_al_alot_dfcl","Persons (15+ years) with disabilities (adjusted, % of population group)","adj_al_alot_dfcl_5564","Adjusted prevalence of Persons aged 55 to 64 years with disabilities i.e. at least a lot of functional diifficulty (% of Persons aged 55 to 64 years)","Level of difficulty, Age","At least a lot of difficulty","All","All","55 to 64","All","BRA","Brazil",2022,13.83519477,"Percent"
"Prevalence","adj_al_alot_dfcl","Persons (15+ years) with disabilities (adjusted, % of population group)","adj_al_alot_dfcl_5564","Adjusted prevalence of Persons aged 55 to 64 years with disabilities i.e. at least a lot of functional diifficulty (% of Persons aged 55 to 64 years)","Level of difficulty, Age","At least a lot of difficulty","All","All","55 to 64","All","BFA","Burkina Faso",2018,5.411864602,"Percent"
"Prevalence","adj_al_alot_dfcl","Persons (15+ years) with disabilities (adjusted, % of population group)","adj_al_alot_dfcl_5564","Adjusted prevalence of Persons aged 55 to 64 years with disabilities i.e. at least a lot of functional diifficulty (% of Persons aged 55 to 64 years)","Level of difficulty, Age","At least a lot of difficulty","All","All","55 to 64","All","KHM","Cambodia",2019,0.978026859,"Percent"
